gene,sample_A,sample_B,sample_C
CUC_0001868,30.931,22.431,27.832
CUC_0002012,77.801,78.927,65.0
CUC_0002143,35.65,45.932,91.27
CUC_0002144,90.63,83.998,84.575
CUC_0002153,78.309,52.412,22.837
CUC_0002392,20.253,66.424,39.849
CUC_0002393,9.884,32.952,6.72
CUC_0002436,55.328,53.475,74.126
CUC_0002589,87.262,97.044,5.597
CUC_0002590,56.67,24.797,25.607
CUC_0002591,73.944,68.97,65.081
CUC_0002615,24.509,68.964,45.607
CUC_0002616,4.023,60.914,55.198
CUC_0002617,9.136,19.001,83.069
CUC_0002618,6.367,90.313,52.256
CUC_0002621,6.087,22.759,58.568
CUC_0002622,58.127,46.427,53.693
CUC_0002702,78.141,31.886,63.391
CUC_0003129,19.643,11.641,8.339
CUC_0003194,19.74,54.237,21.499
CUC_0003195,48.723,56.933,58.171
CUC_0003223,86.114,11.152,88.652
CUC_0003224,77.74,19.48,80.577
CUC_0003589,61.441,45.625,0.05
CUC_0003760,75.456,60.135,49.261
CUC_0003915,17.653,50.729,51.42
CUC_0003916,95.144,29.964,86.726
CUC_0003917,24.902,27.529,56.126
CUC_0004041,30.88,44.004,97.723
CUC_0004042,94.57,48.758,31.921
CUC_0004081,97.435,47.051,16.313
CUC_0004082,6.556,43.201,30.464
CUC_0004083,92.53,44.32,63.788
CUC_0004084,53.859,18.266,77.879
CUC_0004085,76.285,21.322,50.178
CUC_0004086,32.002,53.04,10.292
CUC_0004087,30.006,60.953,57.101
CUC_0004256,15.46,15.639,76.64
CUC_0004328,78.581,85.236,61.012
CUC_0004361,15.713,95.671,98.115
CUC_0004393,65.349,78.875,77.975
CUC_0004394,26.938,93.284,47.198
CUC_0005089,85.624,30.362,14.499
CUC_0005090,33.372,35.393,74.521
CUC_0005152,44.971,42.53,39.354
CUC_0005153,41.712,76.222,40.408
CUC_0005163,96.868,35.361,80.537
CUC_0005446,97.499,76.705,1.948
CUC_0005462,70.434,20.861,71.667
CUC_0005463,29.48,37.348,32.185
CUC_0005464,79.092,32.569,55.997
CUC_0005465,19.945,21.498,50.294
CUC_0005568,85.64,10.683,24.314
CUC_0005642,32.548,47.968,72.126
CUC_0005643,46.987,97.113,4.6
CUC_0005644,65.942,68.78,90.889
CUC_0005645,48.704,28.014,60.67
CUC_0005778,37.502,10.144,63.963
CUC_0005923,27.605,36.945,92.361
CUC_0006110,11.103,13.428,74.983
CUC_0006390,32.455,77.524,41.378
CUC_0006391,15.177,15.042,29.886
CUC_0006412,19.999,8.801,24.523
CUC_0006413,57.273,76.279,26.072
CUC_0006497,53.103,29.142,2.185
CUC_0006633,77.21,6.8,78.59
CUC_0006685,71.14,31.396,85.343
CUC_0006686,90.51,44.584,88.459
CUC_0006687,18.414,46.833,46.08
CUC_0006688,33.301,67.767,70.406
CUC_0006689,25.536,74.765,2.314
CUC_0006690,11.919,41.078,39.631
CUC_0006691,48.636,4.803,52.84
CUC_0006747,91.298,51.226,1.62
CUC_0006983,43.721,3.208,50.421
CUC_0007200,79.828,79.014,49.201
CUC_0007201,57.482,63.437,73.443
CUC_0007202,56.531,97.423,78.059
CUC_0007203,53.176,79.859,84.63
CUC_0007204,8.773,92.25,61.003
CUC_0007205,99.295,75.191,76.712
CUC_0007206,43.095,27.686,45.129
CUC_0007207,88.054,73.894,65.044
CUC_0007256,7.303,64.784,33.981
CUC_0007257,52.771,69.259,82.021
CUC_0007309,43.24,2.148,57.474
CUC_0007463,0.635,82.822,1.887
CUC_0007575,22.523,42.715,25.885
CUC_0007576,22.289,67.454,32.662
CUC_0007826,45.775,66.54,76.993
CUC_0008156,57.444,35.465,88.031
CUC_0008176,86.724,15.26,77.299
CUC_0008305,20.614,18.159,2.622
CUC_0008512,60.192,84.47,77.946
CUC_0008956,54.008,95.466,32.746
CUC_0009127,31.534,23.01,20.881
CUC_0009293,30.293,42.428,27.108
CUC_0009699,93.63,21.724,35.534
CUC_0009815,13.731,89.888,43.964
CUC_0009907,83.416,37.511,44.395
CUC_0009932,74.394,73.991,38.042
CUC_0010938,44.681,39.918,20.563
CUC_0010998,38.05,81.45,9.285
CUC_0010999,17.51,91.328,72.452
CUC_0011014,12.17,75.661,12.036
CUC_0011015,48.911,60.485,74.968
CUC_0011095,31.688,19.098,98.515
CUC_0011096,79.979,35.986,25.528
CUC_0011261,11.199,45.695,0.726
CUC_0011714,80.341,40.031,85.749
CUC_0011726,35.468,94.573,83.653
CUC_0011727,43.415,84.781,30.069
CUC_0011728,99.971,8.445,64.358
CUC_0012152,38.969,47.136,95.131
CUC_0012355,27.472,64.736,32.327
CUC_0012574,14.074,24.9,56.458
CUC_0012575,12.795,15.576,69.507
CUC_0012576,76.229,6.118,80.238
CUC_0012577,86.635,66.095,37.17
CUC_0012635,41.488,15.748,17.242
CUC_0012636,93.629,96.53,74.197
CUC_0012665,81.032,18.161,87.908
CUC_0012709,10.939,16.237,49.756
CUC_0012859,30.606,62.531,90.898
CUC_0012860,26.518,32.107,78.327
CUC_0012990,33.158,88.882,3.422
CUC_0012991,87.203,91.358,4.65
CUC_0012992,37.704,59.851,52.52
CUC_0012993,15.817,1.494,89.719
CUC_0013038,9.212,98.819,11.241
CUC_0013055,47.569,98.337,85.614
CUC_0013090,53.673,13.441,60.327
CUC_0013127,63.686,31.143,46.949
CUC_0013174,90.288,12.82,65.637
CUC_0013500,36.558,61.361,71.632
CUC_0013501,47.779,74.872,85.197
CUC_0013502,19.629,21.931,12.981
CUC_0013503,94.229,22.555,8.219
CUC_0013504,9.479,40.384,88.692
CUC_0013505,10.523,22.622,18.463
CUC_0013865,65.937,32.863,97.396
CUC_0013866,66.836,51.992,57.717
CUC_0014011,88.358,75.989,13.171
CUC_0014012,42.202,66.12,57.937
CUC_0014014,93.462,3.423,90.601
CUC_0014015,38.503,4.802,19.79
CUC_0014016,18.217,14.295,3.411
CUC_0014137,79.477,16.189,32.253
CUC_0014163,57.209,48.384,34.39
CUC_0014682,62.871,81.699,57.72
CUC_0014799,45.21,21.484,62.131
CUC_0015083,54.588,11.782,27.931
CUC_0015084,76.851,92.389,33.725
CUC_0015085,89.253,25.528,80.699
CUC_0015086,48.736,54.89,66.325
CUC_0015087,66.801,34.238,51.907
CUC_0015153,6.312,36.542,64.229
CUC_0015550,96.475,12.623,22.713
CUC_0015729,45.743,11.114,55.046
CUC_0015810,29.571,87.331,30.703
CUC_0015811,43.616,98.431,8.297
CUC_0015983,86.697,50.472,39.756
CUC_0015984,94.125,99.854,19.488
CUC_0016007,84.001,22.186,1.672
CUC_0016008,73.341,35.394,60.094
CUC_0016097,15.177,85.993,52.505
CUC_0016098,80.026,36.266,23.042
CUC_0016188,94.716,53.087,37.447
CUC_0016444,10.014,16.564,63.431
CUC_0016445,61.818,84.324,75.11
CUC_0016446,15.205,94.219,60.967
CUC_0016450,85.83,27.842,95.906
CUC_0017061,94.89,29.65,90.096
CUC_0017532,97.201,89.374,46.8
CUC_0017533,13.612,93.814,0.035
CUC_0017829,25.133,55.576,31.161
CUC_0018051,92.305,61.312,95.928
CUC_0018743,5.922,41.038,14.379
CUC_0018761,82.244,76.459,80.699
CUC_0018762,95.091,24.246,78.631
CUC_0018763,64.608,39.1,19.337
CUC_0018764,83.433,7.053,96.336
CUC_0018765,27.622,89.264,12.347
CUC_0018766,73.965,94.434,15.185
CUC_0018832,44.338,67.224,76.058
CUC_0019047,1.077,11.729,31.116
CUC_0019048,10.261,62.855,47.111
CUC_0019050,66.042,29.882,12.486
CUC_0019391,74.291,45.437,7.04
CUC_0019559,97.899,91.051,34.138
CUC_0019695,27.21,98.796,38.15
CUC_0019792,89.112,11.284,46.653
CUC_0019841,58.498,87.624,69.144
CUC_0019925,79.446,75.846,22.463
CUC_0019926,10.305,99.761,60.332
CUC_0020237,59.905,36.255,86.936
CUC_0020331,66.491,83.671,96.324
CUC_0020372,42.167,63.806,86.517
CUC_0020683,28.02,72.405,27.587
CUC_0020742,25.167,50.782,41.965
CUC_0020761,83.63,98.309,8.309
CUC_0020967,10.113,80.599,24.274
CUC_0020968,49.498,59.108,66.563
CUC_0020969,10.397,78.092,70.853
CUC_0020998,56.067,83.741,37.582
CUC_0020999,51.897,92.524,38.259
CUC_0021000,60.166,59.034,79.36
CUC_0021012,95.407,57.563,11.747
CUC_0021204,76.403,36.07,67.261
CUC_0021205,90.379,42.183,39.375
CUC_0021224,74.431,34.73,78.814
CUC_0021225,85.223,57.334,52.277
CUC_0021226,94.02,81.316,62.812
CUC_0021227,77.763,66.907,2.564
CUC_0021228,56.693,2.414,94.595
CUC_0021272,9.88,92.067,80.19
CUC_0021273,72.906,84.943,25.351
CUC_0021417,81.837,34.405,97.358
CUC_0021418,24.87,44.601,4.78
CUC_0021524,45.82,99.098,26.317
CUC_0021647,79.364,20.938,77.081
CUC_0021772,54.728,32.188,40.132
CUC_0022073,34.854,81.547,84.472
CUC_0022340,85.665,33.376,61.64
CUC_0022537,73.986,83.624,22.757
CUC_0022886,82.868,10.13,72.194
CUC_0022887,63.945,31.292,49.719
CUC_0022948,18.619,38.27,26.468
CUC_0022996,70.74,35.059,80.59
CUC_0023093,89.578,75.477,95.931
CUC_0023404,32.276,11.148,58.185
CUC_0023574,90.883,70.023,56.049
CUC_0023575,75.677,53.825,39.797
CUC_0023576,69.564,19.862,9.054
CUC_0023695,59.797,87.693,40.464
CUC_0023696,26.337,71.589,53.283
CUC_0023798,39.676,92.126,10.363
CUC_0023799,95.607,81.457,88.745
CUC_0023800,29.391,57.011,8.221
CUC_0023906,99.944,44.254,4.077
CUC_0024078,54.799,66.752,27.379
CUC_0024780,49.449,83.325,98.326
CUC_0024832,24.535,22.583,64.79
CUC_0025090,21.597,1.242,24.368
CUC_0025091,2.077,61.222,83.793
CUC_0025092,41.453,55.123,56.809
CUC_0025093,41.232,84.79,58.09
CUC_0025094,62.726,88.86,97.913
CUC_0025136,74.679,70.675,98.192
CUC_0025216,80.343,26.356,37.023
CUC_0025237,90.005,93.692,32.015
CUC_0025312,35.707,95.809,13.449
CUC_0025584,85.994,98.626,24.69
CUC_0025672,53.828,12.876,98.101
CUC_0025759,78.422,50.745,47.574
CUC_0025760,31.348,80.725,60.409
CUC_0025761,72.011,71.756,64.497
CUC_0025927,55.407,98.508,46.529
CUC_0025928,57.426,5.32,61.881
CUC_0025929,49.713,43.618,95.316
CUC_0026031,17.134,55.996,55.9
CUC_0026191,5.755,34.76,86.758
CUC_0026295,14.788,68.201,6.541
CUC_0026311,71.887,56.975,94.735
CUC_0026334,72.776,71.361,49.081
CUC_0026402,70.422,94.275,98.621
CUC_0026445,21.52,45.211,53.84
CUC_0026446,67.467,33.053,56.986
CUC_0026447,87.597,94.627,14.423
CUC_0026794,53.961,68.132,31.446
CUC_0026795,0.678,60.959,71.211
CUC_0026829,35.835,11.968,97.735
CUC_0026830,61.385,52.977,73.038
CUC_0026844,73.256,24.88,60.153
CUC_0026845,75.882,17.934,18.124
CUC_0027041,64.941,49.498,11.95
CUC_0027070,8.911,94.615,57.4
CUC_0027071,94.903,38.745,40.757
CUC_0027072,69.642,13.851,34.33
CUC_0027407,9.586,35.516,70.726
CUC_0027437,87.906,49.968,18.457
CUC_0027722,40.143,22.664,98.564
CUC_0027723,63.301,33.972,75.182
CUC_0027748,52.387,2.04,60.616
CUC_0027749,98.201,5.915,37.315
CUC_0027750,16.851,96.36,52.912
CUC_0027751,0.466,38.475,2.765
CUC_0027798,90.515,56.336,85.936
CUC_0027804,95.571,18.848,62.087
CUC_0027830,18.179,21.837,34.525
CUC_0027831,87.21,91.261,59.972
CUC_0028035,57.399,89.144,70.637
CUC_0028036,87.967,17.749,14.885
CUC_0028037,81.9,3.034,3.877
CUC_0028197,53.759,95.803,94.07
CUC_0028537,80.72,31.167,29.143
CUC_0028538,34.905,18.042,51.849
CUC_0028564,90.023,49.765,60.35
CUC_0028765,99.734,92.0,93.782
CUC_0029055,92.861,54.798,38.885
CUC_0029056,44.794,11.638,55.446
CUC_0029057,33.834,36.569,23.945
CUC_0029331,81.759,18.834,40.428
CUC_0029332,35.832,91.661,92.112
CUC_0029755,81.091,90.967,70.764
CUC_0029784,83.906,9.878,51.984
CUC_0029877,66.351,32.055,52.734
CUC_0030054,57.509,53.193,39.418
CUC_0030076,54.638,20.093,32.032
CUC_0030077,44.79,19.804,94.425
CUC_0030078,42.632,43.514,8.239
CUC_0030079,2.383,10.432,56.125
CUC_0030080,60.966,30.59,99.229
CUC_0030176,77.074,77.084,69.89
CUC_0030218,52.755,4.163,94.678
DUN_0000077,30.712,58.747,90.028
DUN_0000145,54.279,64.093,73.926
DUN_0000146,53.429,4.721,30.295
DUN_0000178,18.824,96.419,5.244
DUN_0000344,82.539,87.371,73.854
DUN_0000375,52.398,17.829,37.082
DUN_0000376,69.918,91.066,9.865
DUN_0000609,94.996,89.236,71.241
DUN_0000716,7.296,20.361,20.674
DUN_0000742,64.042,1.559,92.209
DUN_0001033,20.603,68.939,92.431
DUN_0001164,0.474,24.039,81.364
DUN_0001292,83.13,98.44,98.709
DUN_0001482,82.657,37.178,83.779
DUN_0001488,4.476,14.167,24.617
DUN_0001620,66.853,88.194,42.284
DUN_0001626,57.054,86.374,62.619
DUN_0002166,20.488,87.868,73.663
DUN_0002210,27.261,69.028,41.589
DUN_0002211,41.364,27.809,90.108
DUN_0002272,81.672,48.822,60.013
DUN_0002486,62.654,39.547,69.6
DUN_0002809,44.913,66.296,22.297
DUN_0002869,63.76,11.528,90.222
DUN_0002960,48.854,18.336,32.738
DUN_0003162,94.35,25.65,68.091
DUN_0003302,93.062,39.82,53.626
DUN_0003472,28.47,57.011,10.849
DUN_0003644,11.94,82.288,88.403
DUN_0003789,95.021,55.475,49.797
DUN_0004086,12.712,99.556,46.896
DUN_0004088,10.934,22.865,83.309
DUN_0004140,18.448,76.254,80.641
DUN_0004144,24.175,61.532,43.811
DUN_0004217,14.276,59.7,4.105
DUN_0004390,93.362,76.679,18.897
DUN_0004410,21.043,31.792,56.88
DUN_0004488,94.859,34.135,95.041
DUN_0004523,92.184,35.012,20.065
DUN_0004741,64.414,39.131,15.31
DUN_0004957,29.181,6.365,18.396
DUN_0005506,19.434,65.801,43.887
DUN_0005628,87.134,6.938,24.578
DUN_0005752,52.856,55.685,14.336
DUN_0005762,96.418,5.671,68.476
DUN_0005833,40.992,53.427,61.859
DUN_0006043,16.992,93.28,37.037
DUN_0006047,14.349,10.379,23.366
DUN_0006248,38.121,56.271,81.371
DUN_0006270,76.87,11.964,22.452
DUN_0006416,62.829,56.364,7.392
DUN_0006611,64.886,91.081,93.721
DUN_0006856,64.479,28.247,61.605
DUN_0006857,44.967,74.807,68.288
DUN_0006872,61.261,34.515,98.798
DUN_0006952,45.498,91.943,15.314
DUN_0006956,53.645,36.014,14.441
DUN_0006980,63.709,17.435,96.737
DUN_0007161,99.914,88.194,36.808
DUN_0007179,2.094,80.545,14.398
DUN_0007280,45.993,71.069,54.15
DUN_0007298,22.699,40.223,84.014
DUN_0007319,35.294,94.188,42.114
DUN_0007337,41.773,73.345,44.389
DUN_0007373,38.844,36.356,32.601
DUN_0007417,39.888,72.331,20.592
DUN_0007879,21.696,19.097,19.46
DUN_0007937,87.361,65.933,61.888
DUN_0008176,90.035,54.821,76.398
DUN_0008183,40.821,64.4,21.351
DUN_0008189,14.133,10.865,65.224
DUN_0008345,30.032,83.289,77.458
DUN_0008660,62.36,5.089,21.718
DUN_0008687,55.169,15.672,38.429
DUN_0008762,51.75,18.032,44.298
DUN_0008773,69.397,38.597,66.699
DUN_0008883,27.332,74.597,56.336
DUN_0008915,15.586,40.188,78.186
DUN_0008972,19.781,41.129,46.858
DUN_0009265,86.803,13.056,93.125
DUN_0009399,31.621,93.302,61.232
DUN_0009406,73.532,87.592,67.619
DUN_0009411,78.696,8.575,0.867
DUN_0009412,86.225,5.275,85.26
DUN_0009413,31.329,90.18,20.301
DUN_0009429,15.06,21.301,84.068
DUN_0009904,36.294,90.925,58.345
DUN_0009923,82.825,47.509,70.36
DUN_0009938,28.974,10.15,56.189
DUN_0009939,90.082,15.202,41.519
DUN_0010007,53.231,61.829,15.828
DUN_0010066,55.232,46.957,98.33
DUN_0010077,68.996,90.365,97.612
DUN_0010078,66.387,14.665,44.49
DUN_0010268,75.567,13.56,38.095
DUN_0010278,37.937,17.046,1.995
DUN_0010339,68.812,81.795,93.094
DUN_0010451,58.489,18.183,89.399
DUN_0010452,97.03,94.66,56.678
DUN_0010622,88.56,98.782,88.649
DUN_0010966,6.889,13.494,30.01
DUN_0011046,39.362,14.949,99.29
DUN_0011047,79.097,66.89,96.158
DUN_0011122,32.07,71.141,94.876
DUN_0011273,8.307,60.281,79.932
DUN_0011506,1.596,89.105,41.774
DUN_0011521,16.906,85.125,19.202
DUN_0011673,28.025,52.043,91.593
DUN_0011960,48.961,90.582,5.201
DUN_0012122,23.88,30.664,44.893
DUN_0012323,43.295,4.046,75.0
DUN_0012390,75.977,45.809,8.024
DUN_0012640,55.127,13.065,97.825
DUN_0012641,62.417,73.464,1.921
DUN_0012643,38.067,90.453,38.002
DUN_0012888,3.598,67.19,69.686
DUN_0012891,33.563,80.315,85.363
DUN_0012936,78.412,40.72,34.213
DUN_0013113,94.291,71.912,55.238
DUN_0013445,48.883,26.667,91.336
DUN_0013482,91.878,8.48,66.622
DUN_0013552,31.861,50.879,11.353
DUN_0013776,81.076,80.623,10.705
DUN_0013922,7.441,37.339,15.401
DUN_0013984,80.146,77.888,86.369
DUN_0014083,0.965,1.345,80.699
DUN_0014283,87.016,61.746,15.624
DUN_0014412,62.613,87.135,46.076
DUN_0014528,87.34,78.613,10.583
DUN_0014540,12.198,70.415,19.952
DUN_0014541,74.606,8.116,9.17
DUN_0014701,95.139,0.384,79.159
DUN_0014810,23.308,5.0,7.941
DUN_0015092,32.04,52.933,47.604
DUN_0015143,19.73,98.793,60.546
DUN_0015149,18.606,28.806,67.616
DUN_0015384,86.501,6.127,18.493
DUN_0015385,0.631,17.585,19.772
DUN_0015416,14.389,54.2,97.272
DUN_0015685,69.997,70.287,7.578
DUN_0016218,18.705,32.141,99.198
DUN_0016596,16.242,63.53,59.231
DUN_0016657,60.155,50.665,28.54
DUN_0017406,42.652,82.447,73.544
DUN_0017410,53.055,65.484,96.814
DUN_0017411,25.167,75.43,6.465
DUN_0017515,6.278,34.422,73.291
DUN_0017993,61.985,81.77,7.995
DUN_0018648,76.443,71.611,1.2
DUN_0018764,74.427,8.823,58.814
GIN_0000003,91.633,36.148,68.108
GIN_0000009,67.82,6.588,26.244
GIN_0000144,83.973,45.079,74.219
GIN_0000153,48.045,49.969,76.341
GIN_0000165,31.347,99.91,19.029
GIN_0000171,58.723,4.27,35.289
GIN_0000233,46.494,46.164,92.345
GIN_0000234,84.648,97.228,46.362
GIN_0000235,89.909,45.218,14.208
GIN_0000236,75.055,41.96,2.448
GIN_0000285,13.943,31.672,98.976
GIN_0000355,63.219,39.942,1.395
GIN_0000511,79.138,66.177,17.278
GIN_0000515,59.294,18.391,9.485
GIN_0000516,39.129,14.99,33.732
GIN_0000562,2.168,39.223,30.352
GIN_0000603,95.52,54.933,22.774
GIN_0000647,48.653,72.373,43.286
GIN_0000648,94.733,15.982,96.91
GIN_0000716,5.976,96.144,6.691
GIN_0000774,32.328,47.67,28.932
GIN_0000905,23.515,94.334,80.362
GIN_0000907,41.635,1.297,30.801
GIN_0000909,15.86,63.046,68.406
GIN_0000950,42.9,12.185,12.943
GIN_0001131,28.19,72.476,80.712
GIN_0001202,86.41,36.957,97.043
GIN_0001355,6.312,44.708,41.7
GIN_0001488,20.946,32.62,23.344
GIN_0001491,87.187,31.254,91.574
GIN_0001533,97.253,78.681,55.5
GIN_0001540,57.722,33.106,19.438
GIN_0002249,12.713,32.183,63.268
GIN_0002454,97.114,22.893,59.283
GIN_0002499,23.702,81.966,48.859
GIN_0002500,46.975,1.94,51.096
GIN_0002506,9.558,75.019,62.361
GIN_0002676,8.131,49.094,60.26
GIN_0002690,89.091,95.827,26.601
GIN_0002801,44.948,77.743,79.128
GIN_0002817,27.621,14.308,84.777
GIN_0002858,5.902,24.659,63.307
GIN_0003011,32.721,82.484,48.255
GIN_0003500,14.612,27.276,32.004
GIN_0003501,98.528,60.477,53.631
GIN_0003674,82.414,64.584,95.773
GIN_0003826,59.759,12.036,73.342
GIN_0003936,73.549,19.494,79.885
GIN_0003963,28.246,79.071,42.299
GIN_0004494,81.859,1.091,26.099
GIN_0004591,14.406,2.528,65.163
GIN_0004749,76.237,7.871,46.494
GIN_0004852,90.981,14.761,62.589
GIN_0005403,55.526,59.385,75.846
GIN_0005410,10.774,27.355,27.595
GIN_0005589,70.63,45.333,16.29
GIN_0005665,12.854,95.611,12.391
GIN_0005778,86.774,55.258,36.882
GIN_0005784,31.527,72.05,55.013
GIN_0005934,62.889,64.633,39.554
GIN_0005954,32.661,83.607,3.453
GIN_0006035,28.291,56.562,56.853
GIN_0006097,88.326,5.586,71.727
GIN_0006371,13.187,6.388,6.789
GIN_0006376,15.157,52.278,94.012
GIN_0006384,23.501,75.466,97.232
GIN_0006481,33.816,41.264,75.085
GIN_0006482,49.246,54.511,52.468
GIN_0006702,64.182,39.599,15.498
GIN_0006779,82.285,81.436,44.85
GIN_0006876,11.525,91.142,26.075
GIN_0007019,23.927,64.476,55.768
GIN_0007054,5.248,84.289,22.552
GIN_0007234,4.239,21.9,23.267
GIN_0007320,15.263,87.048,50.058
GIN_0007633,32.295,75.596,67.026
GIN_0007647,1.926,76.554,49.223
GIN_0007699,66.964,69.712,55.003
GIN_0007702,4.013,58.967,20.884
GIN_0007898,58.274,0.715,70.182
GIN_0008191,58.158,36.812,89.858
GIN_0008271,16.418,21.278,53.623
GIN_0008290,91.52,74.425,28.142
GIN_0008311,55.626,51.088,15.986
GIN_0008385,20.159,60.762,33.449
GIN_0008451,32.706,26.034,11.917
GIN_0008555,28.538,2.882,60.337
GIN_0008641,65.141,51.181,40.569
GIN_0008642,18.483,4.166,80.464
GIN_0008646,74.281,87.423,20.014
GIN_0008674,57.021,74.727,83.293
GIN_0009148,67.421,88.665,81.786
GIN_0009154,36.094,5.437,62.612
GIN_0009288,56.685,88.438,25.233
GIN_0009387,51.11,30.99,21.642
GIN_0009431,18.092,33.393,49.959
GIN_0009544,71.994,71.997,45.788
GIN_0009545,39.075,75.386,92.082
GIN_0009666,48.018,59.674,79.5
GIN_0009688,66.702,93.783,7.767
GIN_0009844,10.726,0.027,3.12
GIN_0009848,5.003,1.121,27.423
GIN_0010033,0.001,44.506,72.875
GIN_0010050,96.121,9.723,36.805
GIN_0010313,64.577,97.094,74.185
GIN_0010342,37.282,27.998,65.363
GIN_0010383,29.747,3.499,12.008
GIN_0010416,14.184,45.693,93.225
GIN_0010639,98.328,91.457,12.033
GIN_0010640,63.671,95.242,79.276
GIN_0010866,88.029,93.204,17.458
GIN_0011066,11.259,72.481,45.524
GIN_0011084,88.644,69.492,27.313
GIN_0011437,2.256,56.323,6.328
GIN_0011706,69.18,21.548,39.754
GIN_0011873,37.743,3.716,43.249
GIN_0011893,46.57,17.502,1.327
GIN_0011932,89.741,65.661,95.943
GIN_0012028,87.638,70.99,71.887
GIN_0012029,20.27,26.728,67.124
GIN_0012030,96.319,18.807,68.968
GIN_0012213,81.035,99.584,4.412
GIN_0012321,56.321,85.7,55.894
GIN_0012342,70.295,79.196,71.557
GIN_0012376,74.253,28.652,8.842
GIN_0012406,36.73,82.071,54.459
GIN_0012549,37.327,90.182,72.62
GIN_0012960,54.077,32.071,63.931
GIN_0013075,40.7,58.021,37.211
GIN_0013101,98.351,76.731,14.763
GIN_0013109,67.266,88.943,67.571
GIN_0013127,40.783,96.139,8.645
GIN_0013214,25.32,13.764,92.472
GIN_0013215,64.546,45.077,53.921
GIN_0013324,68.034,88.974,34.345
GIN_0013555,91.83,98.271,14.505
GIN_0013736,34.165,63.27,74.479
GIN_0013821,85.11,57.369,97.723
GIN_0013878,79.228,82.469,39.635
GIN_0013963,82.344,88.072,99.05
GIN_0014089,54.4,51.957,57.546
GIN_0014737,25.472,55.045,94.229
GIN_0014791,73.971,68.401,78.772
GIN_0015113,48.918,32.549,83.647
GIN_0015116,37.332,93.693,52.312
GIN_0015162,81.936,21.907,35.113
GIN_0015234,40.8,75.157,10.643
GIN_0015425,64.047,45.365,83.435
GIN_0015426,89.523,18.833,0.06
GIN_0015751,79.359,50.451,10.78
GIN_0015975,14.436,7.221,95.011
GIN_0015996,24.183,40.612,82.523
GIN_0016169,54.197,9.659,81.449
GIN_0016217,2.351,3.11,12.108
GIN_0016369,18.571,77.607,7.134
GIN_0016370,25.343,95.101,42.192
GIN_0016507,35.751,40.3,69.782
GIN_0016554,30.022,38.775,20.845
GIN_0016752,42.852,58.969,47.844
GIN_0017130,61.48,4.187,49.133
GIN_0017133,3.152,31.963,3.104
GIN_0017499,70.063,86.117,38.376
GIN_0017550,53.902,9.801,68.859
GIN_0017611,62.023,35.105,97.136
GIN_0017668,49.031,2.733,3.867
GIN_0017793,48.745,90.588,47.487
GIN_0017807,54.373,8.296,72.428
GIN_0018147,71.561,92.231,45.469
GIN_0018218,74.905,24.138,98.4
GIN_0018259,3.434,30.981,77.716
